Subcategory,Name,Address,Phone,Map,Description,Profile URL
ผู้รับเหมาสร้างสระว่ายน้ำ,บริษัท วี พูล ชอป จำกัด,43 ซอยลาดปลาเค้า 36 แขวงจรเข้บัว เขตลาดพร้าว กรุงเทพมหานคร 10230,02-940-3046-7,"https://maps.google.com/maps/place?q=13.84289,100.59957","จำหน่าย อุปกรณ์สระว่ายน้ำ อ่างสปา ตู้เซาน่า เครื่องกรองน้ำดื่มน้ำใช้ อุปกรณ์น้ำพุ น้ำตกถังกรองทราย,ถังกรองผ้า,ปั๊มสระว่ายน้ำ, ปั๊มจ่ายคลอรีน, ปั๊มกรอง, วาลว์, เครื่องเกลือคลอรีน,คลอรีน , อุปกรณ์สระว่ายน้ำ, น้ำพุ, น้ำตก, ไฟใต้น้ำ, บันไดสระ, หัวจ่ายน้ำ, ตะแกรงน้ำล้น, เครื่องมือตรวจสภาพน้ำ, ตู้เซาน่า, อ่างสปา, จากุซซี่, เจ็ทสปา, สายดูด,...",https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B8%A7%E0%B8%B5-%E0%B8%9E%E0%B8%B9%E0%B8%A5-%E0%B8%8A%E0%B8%AD%E0%B8%9B-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-92Cog0Z6n
ผู้รับเหมาสร้างสระว่ายน้ำ,บริษัท พูลแอนด์สปา โปรดักส์ จำกัด,937-9 ถนนสุขุมวิท 51 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,02-259-6248-9,"https://maps.google.com/maps/place?q=13.69596,100.73007",บริษัท พลูแอนด์ สปา จำกัดบริการออกแบบสระว่ายน้ำคอนกรีต สระว่ายน้ำ การกีฬา สโมสร สระว่ายน้ำส่วนตัว รับเหมาก่อสร้างสระว่ายน้ำสระว่ายน้ำคอนกรีตไร้รอยต่อ และสระสำเร็จรูปไฟเบอร์กลาส และ ไวนิล ติดตั้งปั๊มและอุปกรณ์สระว่ายน้ำ ชุดออกกำลังกายว่ายทวนกระแสน้ำ (Badu Jet) ระบบธาราบำบัด อุปกรณ์น้ำพุ น้ำตก ประติมากรรม และ เครื่องเล่นสำหรับสระว่ายน้ำ...,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B8%9E%E0%B8%B9%E0%B8%A5%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C%E0%B8%AA%E0%B8%9B%E0%B8%B2-%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%94%E0%B8%B1%E0%B8%81%E0%B8%AA%E0%B9%8C-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-10eriS7FQ
ผู้รับเหมาสร้างสระว่ายน้ำ,อุปกรณ์สระว่ายน้ำ  รับออกแบบและสร้างสระว่ายน้ำ พูลแอนด์สปา โปรดักส์,40/2 ถนนกิ่งแก้ว ตำบลราชาเทวะ อำเภอบางพลี จังหวัดสมุทรปราการ 10540,02-738-5088-99,"https://maps.google.com/maps/place?q=13.69596,100.73007",บริษัท พลูแอนด์ สปา จำกัดบริการออกแบบสระว่ายน้ำคอนกรีต สระว่ายน้ำ การกีฬา สโมสร สระว่ายน้ำส่วนตัว รับเหมาก่อสร้างสระว่ายน้ำสระว่ายน้ำคอนกรีตไร้รอยต่อ และสระสำเร็จรูปไฟเบอร์กลาส และ ไวนิล ติดตั้งปั๊มและอุปกรณ์สระว่ายน้ำ ชุดออกกำลังกายว่ายทวนกระแสน้ำ (Badu Jet) ระบบธาราบำบัด อุปกรณ์น้ำพุ น้ำตก ประติมากรรม และ เครื่องเล่นสำหรับสระว่ายน้ำ...,https://www.yellowpages.co.th/profile/%E0%B8%AD%E0%B8%B8%E0%B8%9B%E0%B8%81%E0%B8%A3%E0%B8%93%E0%B9%8C%E0%B8%AA%E0%B8%A3%E0%B8%B0%E0%B8%A7%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%99%E0%B9%89%E0%B8%B3-%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%AA%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%AA%E0%B8%A3%E0%B8%B0%E0%B8%A7%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%99%E0%B9%89%E0%B8%B3-%E0%B8%9E%E0%B8%B9%E0%B8%A5%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C%E0%B8%AA%E0%B8%9B%E0%B8%B2-%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%94%E0%B8%B1%E0%B8%81%E0%B8%AA%E0%B9%8C-10eriS7FR
ผู้รับเหมาสร้างสระว่ายน้ำ,บริษัท พูลแอนด์สปา โปรดักส์ จำกัด,40/2 ถนนกิ่งแก้ว ตำบลราชาเทวะ อำเภอบางพลี จังหวัดสมุทรปราการ 10540,02-738-5088-99,"https://maps.google.com/maps/place?q=13.69596,100.73007",บริษัท พลูแอนด์ สปา จำกัดบริการออกแบบสระว่ายน้ำคอนกรีต สระว่ายน้ำ การกีฬา สโมสร สระว่ายน้ำส่วนตัว รับเหมาก่อสร้างสระว่ายน้ำสระว่ายน้ำคอนกรีตไร้รอยต่อ และสระสำเร็จรูปไฟเบอร์กลาส และ ไวนิล ติดตั้งปั๊มและอุปกรณ์สระว่ายน้ำ ชุดออกกำลังกายว่ายทวนกระแสน้ำ (Badu Jet) ระบบธาราบำบัด อุปกรณ์น้ำพุ น้ำตก ประติมากรรม และ เครื่องเล่นสำหรับสระว่ายน้ำ...,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B8%9E%E0%B8%B9%E0%B8%A5%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C%E0%B8%AA%E0%B8%9B%E0%B8%B2-%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%94%E0%B8%B1%E0%B8%81%E0%B8%AA%E0%B9%8C-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-10eriS7FP
ผู้รับเหมาสร้างสระว่ายน้ำ,บริษัท พูล โปรแอนด์แล็บ จำกัด,2184-2186   ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310,02-319-9637,"https://maps.google.com/maps/place?q=13.7456506,100.5800097","สินค้า และอุปกรณ์สระว่ายน้ำครบวงจร ผลิตภัณฑ์ปรับสภาพน้ำ, เครื่องมือวิเคราะห์คุณภาพน้ำ, อุปกรณ์ทำความสะอาดสระ, หุ่นยนต์ทำความสะอาดสระ, ระบบเกลือ, ไฟใต้น้ำ, ฟิตติ้ง, ปั๊มสระ, ระบบกรอง, อะไหล่, ผ้าคลุมสระ, ระบบทำน้ำอุ่นบริการตรวจวิเคราะห์คุณภาพน้ำด้วยระบบคอมพิวเตอร์เพราะสระของคุณก็ต้องการ การดูแลอย่างพิถีพิถัน ที่ Pool Pro&Lab...",https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B8%9E%E0%B8%B9%E0%B8%A5-%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C%E0%B9%81%E0%B8%A5%E0%B9%87%E0%B8%9A-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-93XaCj3AY
ผู้รับเหมาสร้างสระว่ายน้ำ,เจ ดี พูลส์ กรุ๊ป,2192 ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310,095-902-6555,"https://maps.google.com/maps/place?q=13.745595446087,100.58017559018",บริการ สระคอนกรีต สระไฟเบอร์กลาส ทั้งในประเทศและต่างประเทศสินค้าของ เจ.ดี.พูลส์ ถูกพัฒนาโดยคอนเซ็ปต์สินค้าที่ทดแทนการสร้างสระกระเบื้อง ซึ่งบ่อยครั้งพบว่ามีปัญหา โครงสร้างแตกร้าว กระเบื้องแตก หรือกแม้แต่ระบบท่อที่ยุ่งยากซับซ้อน ใช้เวลาในการก่อสร้างนาน นวัตกรรมสินค้าจึงถูกพัฒนามาเป็น 2 Concept คือConcept ที่ 1 Concept...,https://www.yellowpages.co.th/profile/%E0%B9%80%E0%B8%88-%E0%B8%94%E0%B8%B5-%E0%B8%9E%E0%B8%B9%E0%B8%A5%E0%B8%AA%E0%B9%8C-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B9%8A%E0%B8%9B-8MJwESlVf
ผู้รับเหมาสร้างสระว่ายน้ำ,บริษัท ๑ ทองคำ อินเตอร์เนชั่นแนล จำกัด,80 หมู่ 5 ตำบลบ้านเดื่อ อำเภอเมืองหนองคาย จังหวัดหนองคาย 43000,084-400-9254,No Map,รับสร้างบ้าน อาคาร คอนโดและอพาร์ทเม้นต์รับสร้างสระว่ายน้ำและธาราบำบัดรับออกแบบบ้านและสระว่ายน้ำรับติดตั้งและซ่อมแซมระบบสระว่ายน้ำรับทำความสะอาดสระว่ายน้ำและแก้ไขปัญหาน้ำขุ่นเขียวจำหน่ายอุปกรณ์สระว่ายน้ำทุกชนิด เช่น ปั๊ม เครื่องกรอง เครื่องผลิตคลอรีนจากเกลือ ฯลฯจำหน่ายเคมีภัณฑ์ของสระว่ายน้ำและประปา เช่น คลอรีน กรดเกลือ...,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B9%91-%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B3-%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%99%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99%E0%B9%81%E0%B8%99%E0%B8%A5-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-93ZzvYlgI
ผู้รับเหมาสร้างสระว่ายน้ำ,ห้างหุ้นส่วนจำกัด การช่างสุขาภิบาล,916/1-2 ถนนลาดพร้าว แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310,02-511-4684,"https://maps.google.com/maps/place?q=13.7993,100.58494","ผู้จำหน่ายปลีก-ส่ง อุปกรณ์สระว่ายน้ำ, เครื่องกรองน้ำสำหรับสระว่ายน้ำ, ระบบน้ำประปา, เครื่องกรองน้ำ, เคมีภัณฑ์ต่างๆสำหรับสระว่ายน้ำ, คลอรีน, ผงกรอง, โซดาแอด, สไลด์เดอร์, บันไดลงสระว่ายน้ำจากสเปน, ถังกรองสระว่ายน้ำ, ชุดเทสสระว่ายน้ำ, หัวดูดตะกอน, แปรงปัดสระว่ายน้ำ, อุปกรณ์ทำความสะอาดสระว่ายน้ำ, Swimming Pool Equipment, Water Treatment Equipment,...",https://www.yellowpages.co.th/profile/%E0%B8%AB%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%AB%E0%B8%B8%E0%B9%89%E0%B8%99%E0%B8%AA%E0%B9%88%E0%B8%A7%E0%B8%99%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%8A%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B8%9A%E0%B8%B2%E0%B8%A5-ggdcB2pw
ผู้รับเหมาสร้างสระว่ายน้ำ,มิสเตอร์พูล ปากช่อง,176/49-50 ถนนมิตรภาพ ตำบลปากช่อง อำเภอปากช่อง จังหวัดนครราชสีมา 30130,044-756-883,"https://maps.google.com/maps/place?q=14.6592756,101.3839995",No Description,https://www.yellowpages.co.th/profile/%E0%B8%A1%E0%B8%B4%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%9E%E0%B8%B9%E0%B8%A5-%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B8%8A%E0%B9%88%E0%B8%AD%E0%B8%87-dULqjgzEj
ลานสเกต,ซับ-ซีโร่ ไอซ์สเก็ต คลับ,37/139  เอสพลานาดซีนีเพล็กซ์ ถนนรัตนาธิเบศร์ ตำบลบางกระสอ อำเภอเมืองนนทบุรี จังหวัดนนทบุรี 11000,02-591-2925,No Map,ลานสเก็ตน้ำแข็ง,https://www.yellowpages.co.th/profile/%E0%B8%8B%E0%B8%B1%E0%B8%9A-%E0%B8%8B%E0%B8%B5%E0%B9%82%E0%B8%A3%E0%B9%88-%E0%B9%84%E0%B8%AD%E0%B8%8B%E0%B9%8C%E0%B8%AA%E0%B9%80%E0%B8%81%E0%B9%87%E0%B8%95-%E0%B8%84%E0%B8%A5%E0%B8%B1%E0%B8%9A-92mn5Tdwd
ลานสเกต,บริษัท ลาดพร้าว สปอร์ต พลาซ่า จำกัด,2539  อิมพีเรียลลาดพร้าว ถนนลาดพร้าว แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,02-934-9251-3,No Map,ลานสเก็ตน้ำแข็ง,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7-%E0%B8%AA%E0%B8%9B%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%95-%E0%B8%9E%E0%B8%A5%E0%B8%B2%E0%B8%8B%E0%B9%88%E0%B8%B2-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-4Vl9nOGmY
ลานสเกต,ซับ-ซีโร่ ไอซ์สเก็ต คลับ,99  ศูนย์การค้าเอสพลานาต ถนนรัชดาภิเษก แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400,02-354-2134,No Map,ลานสเก็ตน้ำแข็ง,https://www.yellowpages.co.th/profile/%E0%B8%8B%E0%B8%B1%E0%B8%9A-%E0%B8%8B%E0%B8%B5%E0%B9%82%E0%B8%A3%E0%B9%88-%E0%B9%84%E0%B8%AD%E0%B8%8B%E0%B9%8C%E0%B8%AA%E0%B9%80%E0%B8%81%E0%B9%87%E0%B8%95-%E0%B8%84%E0%B8%A5%E0%B8%B1%E0%B8%9A-92mn5Tdwc
ลานสเกต,บริษัท เมจิกไอซ์สเก็ตติ้ง จำกัด,999/1 ถนนสุขุมวิท ตำบลสำโรงเหนือ อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ 10270,02-380-4230-2,No Map,ลานสเก็ตให้เช่า เพื่อเล่นสเก็ต,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B9%80%E0%B8%A1%E0%B8%88%E0%B8%B4%E0%B8%81%E0%B9%84%E0%B8%AD%E0%B8%8B%E0%B9%8C%E0%B8%AA%E0%B9%80%E0%B8%81%E0%B9%87%E0%B8%95%E0%B8%95%E0%B8%B4%E0%B9%89%E0%B8%87-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-92nJ5RSnd
ศูนย์ออกกำลังกาย,ฟิตเนสรามคำแหง ราคาถูก - Snap Gym,Unknown,065-909-7949,#,No Description,https://www.snapgym39.com
ศูนย์ออกกำลังกาย,ฟิตเนสกรุงเทพ - เอส เจ ยิม,Unknown,092-978-3223,#,No Description,https://www.ฟิตเนสใกล้ฉัน.com
